Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
HENGGELER,JOSEF,,A,"Henggeler , Josef HenggelertJoaef. Kriegsgewinnsteuer und Buchführungepróbleme Zürich 194-3.	(Aktuelle Steuerfragen S.62-74) (Dr.) "
HENGGELER,JOSEF,1070/1.2,A,"Henggeler , Josef Henggeler,j[osef] und E        Henggeler. Kommentar zum Bundesratsbeeehluss über die Erhebung einer eidgenössischen Kriegegewinnsteuer. 2.*.A. unter Berücksichtigung des Abänderungsbeschlusses vom 18. November 1941. [Mit] Bachtrag. ZÜric"
HENGGELER,JOSEF,1048,A,"Henggeler,   Josef	-                  sf ' O Henggeler, j[osef] und E	Henggeler. Eidgenössische Wehrsteuer. Textausgabe mit sämtlichen Erlassen und Ergän zungen sowie den Verfügungen des eidg. Finanz- und Zollde partements, einschliesslich des Auswanderer"
HENGGELER,JOSEF,1079,A,"Henggeler , Josef Henggeler, Jfosef] und E        Henggeler. Kommentar zum Bundearatsbeschluss über die Erhebung einer eidgenössischen Kriegsgewinnsteuer. Zürich:Polygraphischer Verlag (1940).	(144 S.) •	'     A 1940,2776.                ^	(Dr.Rechtsanwal"
HENGGELER,JOSEF,70073,A,"Henggeler , Josef Henggeler, Jfosef ) und E        Henggeler. Das Internatio- nale Steuerrecht der Schweiz, nebst sämtlichen Abkommen zur Vermeidung der Doppelbesteuerung. Unter Mitw. . . . v. J.H.u.E.H. ^Sonderdruck aus ""Das Internationale Steuerrecht de"
HENGGELER,URS,12218,A,"Henggeler  ,  Urs Henggeler, Urs.   Berechtigte und unberechtigte Differen- zen des Genossenschaftsrechts gegenüber dem Aktienrecht. Eine Problemauswahl im Hinblick auf eine Reform des Ge- nossenschaf t sr echt s . (Diss.Univ.Zurich). Schweizer Sehrif ten"
HENGGELER,WOLFGANG,,A,"Henggeler,     Wolfgang B.   Pioniere  der Textilindustrie   ... "
HENKEL,WOLFGANG,,A,"Henkel   »Wolfgang a.   Scagnet,Ernst.   Luzern - Spektrum einer  kleinen Welstadt. "
HENLE,WILHELM VON,,A,"Henle   .Wilhelm    von s.Fischer,Otto u.W,H.  Bürgerliches Gesetzbuch...         1912. "
HENN,R.,3676/1.2,A,"H e n n , R. Kenn,R.; Künzi,H.P. Einführung in die Unternehmensfor- schung. I/1I. (Heidelberger-Taschenbücher. Band 38/39.) Berlin,Heidelberg,New York : Springer,1968. -21cm. I=VIII, 154 S.25 Abb.; II=VIII, 201 5. 70 At)""b. "
HENN,RUDOLF,,,"Kenn  .  Rudolf s.   Geld, Banken und Versicherungen. 1984/Band II. Beiträge zum 3.Symposium Geld, Banken und Ver- sicherungen an der Universität Karlsruhe vom 12.-15.Dezember 1984. Hrsg.von Hermann Göppl und R'H'. "
HENNE,DIETER,,A,"Henne , Dieter s. Argus international de la presas, Genève/Zurich "
HENNE,HEINRICH,2632,A,"Henne , Heinrich Henne,Heinrich. Einführung in die Beurteilung der Gefahren bei der Feuerversicherung von Fabriken und gewerblichen Anlagen. 3.*A. Berlin¡Franz Weber 1923, 1120. Bibliothek Rentenanstalt General Gulsan-Qual 40 8022 Z""'-'^   • (XI,427  S.) "
HENNE,HEINRICH,7885/5,A,"Henne   ,Eeinrich Henne, Heinrich.  Die Gefahren der Selbstversicberung Berlin:?.Wet>er,Dr.   1921.	(20 S.) • .- , J.^I	(Prof.) "
HENNE AMRHYN,OTTO,,A,"Henne-Arn    Rhyn,0tto B.Ritter	.R'a geographisch-statistisches Lexikon.  1874. "
HENNEBERGER,FRED,97669,A,"Henneberger  ,  Fred Henneberger, Fred; Kamm, Marcel.   Direktinvestitionen, Standortwettbewerb und Arbeitslosigkeit. Diskussions- papiere des Forschungsinstituts für Arbeit und Arbeits- recht an der Universität St.Gallen. Nr. 40. St.Gallen 1996.	-30cm.30"
HENNEBICO,LÉON,,A,"Hennebioo   ,   Léon s.Codes,les XV.	1928. "
HENNER,W.,,A,"H e n n e r , W s. Kontenrahmen für Versicherungsunternehmen "
HENNING,HANS JACHIM,,A,"Henning   ,     Hans-Joachim s. Graf,Ulrich u.H.-J.E. Formeln und Tabellen der mathema- tischen Statistik. "
HENNINGER,ANTON,12455,A,"Henninger     .    Anton Henninger,  Anton.       Der ausserordentliche Güterstand im neuen Enerecat.   (Diss.Univ.Freilmrg). Arbeiten aus dem juristischen Seminar der Universität Freiburg/Scliweiz,90. Freiburg/Schweiz:  Universitatsverlag»	1989.         "
HENNY,HEINER,,A,"H e n n y  ,  Heiner s.   Gygi, Pierre; H'H1.   Das schweizerische Gesundheìts wesen ... 2.*Aufl, "
HENRY,ALFRED,3444,A,"Henry, Alfred Henry, Alfred. Calculus and probability for actuarial studente London: Gh.& E.layton 1922.	(152 P.) 1079                     ™ "
HENRY,JARDINE,3039/1.2,A,"Henry , Jardine Henry , Jardine . Government life annuity communication tables, for single and two Joint lives... and selections of three and four ¿oint lives, at 3 and 6 per cent, per annum. Vol. Ill, part 1,11. London:Gh.& E.Layton 1878-1884.       fol "
HENRY SSON,ST.,31101,A,"Henrysson.St. Henrysson.St.; Haseloff,D.W.; Hoffmann,H.J. Kleines Lehr tuch der Statistik. Fur Naturwissenschaftler, Mediziner, Psychologen, Sozialwissenschaftler und Pädagogen. Mit 32 Abbildungen. Berlin;Walter de Gruyter I960.       (VIII,173 S.) 5776 "
HENSEL,EDUARD,93116,A,"Hensel , Eduard Hensel, Eduard. Das General versammlungsrecht der Genossen schaft nach dem neuen schweizerischen Obligationenrecht. Dise. Univ. Zürich. Uster:Weilenmann 1942.	(230 S.) • 1942,3624.	. "
HENSEL,FRIEDRICH,,A,"H e n s e 1  , Friedrich s.   Tabellen- und Formelsammlung zur Finanz- und Le- bens ver si cherungsmathematik. Begründet von Kurt Erbse und Rudolf Schmetzke. Neu bearbeitet von Manfred Heibig und P'H* . "
HENSEL,JOHANNES,84103,A,"H e n 3 e l , Johannes Hensel,Johannes. Die Verfassung ale Schranke des Steuer- rechts. Zur Beschränkung des kantonalen Steuerrechts durch Grundrechte der Schweizerischen Bunäesverfassung. (Schriftenreihe ""Finanzwirtschaft und Finanzrecht"", Band 11.) Bern"
HENSEL,KURT,,A,"Hensel , Kurt s. Kronecker,Leopold. Vorlesungen über Zahlentheorie. Bd I 1901. 672 "
HENTSCHEL,ERICH,4407,A,"Hentschel »Erich H en t s eh e 1 »Erich; Ladner, Otto. Anwendungsmöglichkei ten des Mikrofilmverfahrens in Versicïierungsbetrieben. 2. Auf- lage, Überarbeitet nach dem Stande von 1966/6?. Karlsruhe:Verlag Versicherungswirtschaft,1967.  (77 S.) s~,. "
HENTZE,JOACHIM,86662,A,"Hentze	Joachim Hentze,   Joachim.       Personalwirtacliaf tslehre,   unter IJit- arbei-t  von  Joachim Metzner.   6.,   überarbeitete Auflage. 2 Bände.   (UTE für Wissenschaft;   Uni-Taschenbücher.   64-9, 650) . Bern:   Verlag Paul Haupt,   (1994-1995)."
HENTZE,JOACHIM,85283,A,"Hentze  ,  Joachim Hentze, Joachim; Erose, Peter.  Personalführungslehre. Grundlagen, Fuhrungsstile, Punktionen und Theorien der Führung. Bin Lehrbuch für Studenten und Praktiker. (UTB für Ytiesenscnaf t; Uni Taschentücher. 1347). Bern,Stuttgart, Verlag P"
HENZ,ALEXANDER,,,"Benz     ,     Alezander s.       Albers,  Martin;   H'A1;   Jakob,   Ursine.       Des habi- tations pour différents types de ménages. "
HEPP,STEFAN,97603,A,"Hepp  t  Stefan Hepp, Stefan.   Strukturwandel und europäische Heraus- forderung für Schweizer Lebensversicherer. 0.0,: Morgan Stanley International, 1991.    -30cm, 41 S G Hrsger "
HEPP,STEFAN W.,12458,A,"H e p p     ,     Stefan      W. Hepp, Stefan W. The Swiss pension funds. An emerging new investment force. (Dies. St. Gallen. Bankwirtschaft- liche Forschungen. Band 126). Bern:  Terlag Paul Haupt,   (1990).	-25cm.XIII,409 P 28213*28231 "
HEPPERLE,ERWIN,700095,A,"Hepperle, Erwin Hepperle, Erwin.   Bodenschut prelevante Normen im Grundeigen turns r echt,  Di s s .Univ. Zürich. Zürich: Schulthess Polygraphischer Verlag AG, 1988. -23 cm.XXVIII.244 S, G Dr.Kühn "
HÉRAUCOURT,WILL,,A,"Héraucourt,     Will a.  ViiIdhagen,Karl;  H'W ' .  Englisch-deutsches   [und]  deutsch- englisches Wörterbuch   ...	1957 "
HERAUS,,94178,A,"Heraus	94-178 Heraus mit den Millionen.'  (Stellungnahme der Partei der Arbeit der Schweiz zum Bericht der Eidgenössischen Exper- tenkommission für die Einführung der Alters- und Hinter- lassenenversicherung). (Zürich:PdA 1945).	(48 S.) 1945,5814. "
HERAUSFORDERUNG,,87111,A,Herausforderung Herausforderung Bevölkerungswandel. Perspektiven für die Schweiz. Bericht des Perspektivstabes der Bundes- verwaltung. Auswirkungen der demographischen Verände- rungen auf verschiedene Politikbereiche. Statistik der Schweiz. (l: Bevölkerun
HERAUSFORDERUNG,,93333,A,"Herausforderung	^ Herausforderung, die, der schweizerischen Demokratie. 12.Ferienkurs der schweizerischen Staatsbürgerlichen Gesellschaft,1972. Schriftenreihe der Schweizerischen Staatsbürgerlichen Gesellschaft. Cbur:Bischofberger,(1972).     - 24 cm. 80 "
HERBAULT,PAUL,1446,A,Herbault .Paul	*?'¥'*¿'C Herbault.Paul. Traité des assurances sur la vie. «COuvrage couronné par la Faculté de droit de Douai et par l'Académie de législation de Toulouse>. Revu et publié après le décès àe l'auteur par Daniel de Folleville. Parie¡A.Maresc
HERBERGER,H.J.,,A,"Herberger,H.-J. a .   Spatscìiaclen,   psychische   ., . "
HERBST,FRITZ,2983/14,A,"Herbst,     Fritz Herbst,Fritz.   Der Urlaub.   (Sozialpolitik  in Deutschland Nr.   14.) (Stuttgart,:)   W.Kohlhammer,   (1962.)	(21  S.) \Sff "
HERBST,FRITZ,2983/13,A,"Herbst,  Fritz Herbat,Fritz. Kündigung und Kündigungsschutz. (Sozial- politik in Deutschland. Nr. 13.) (Stuttgart:)W.Kohlhammer,(1961.)	(15 S.) "
HERBST,MARCEL,,A,"Herbst     ,     Marcel s.       HiTbschle,   Jörg;   H'M';   Eckerle,   Konrad.     Comportement des  investisseurs  sur  le  marché   suisse  du logement. "
HERBST,ROBERT,,A,"Herbst     ,     Robert Herbst,  Robert.       Wörterbuch der Handels-,   Finanz- und Rechtssprache = Dictionary  of   commercial,   financial  and legal  terme = Dictionnaire   des  termes   commerciaux,   finan- ciers  et  juridiques.   3.   ergänzte Au"
HERBST,ROBERT,83699,A,"Herbst Robert Herbst, Robert; Readett, Alan. G.  Wörterbuch, der Han- dels-, Finanz- und Rechtssprache = Dictionary of com- mercial, financial and legal terms = Dictionnaire des termes commerciaux, financiera et juridiques. 3 Bände. Band II: Deutsch-Sngli"
HERBST,ROBERT,86418,A,"Herbst     ,     Robert Herbst,   Robert;  Readett,   Alan  G.       Dictionnaire  des  ter- mes commerciaux,   financiers et  juridiques.   Tome III: Français-anglais-allemand.   2e  édition,   revue  et augmen- tée. Thoune:   Translegal S.A.,   (1990).	"
HERBST,ROBERT,83700,A,"Herbst Robert Herbst, Robert; Readett, Alan G.  Dictionary of commer- cial, financial and legal terms = Wörterbuch der Han- dels-, Finanz- und Rechtssprache = Dictionnaire des termes commerciaux:, financiera et juridiques. 3 vols. Vol. I: English-German-F"
HERBST,WOLFGANG,,A,"Herbat  , Wolfgang Herbst, Wolfgang.  So schreibt man verkaufswirksame Ge- schäftsbriefe. Mit Mustern. (2.Aufläge)* (München), Verlag Moderne Industrie, (1978).  -24cm.235 S 18000	s "
HERCZOG,ANDREAS,,A,"H e r c s o g  ,  Andreas s.   Relations entre 1'aménagement du territoire et l1étude de 1'impact sur l'environnement. Auteurs: V/alter Gott- achall, A'H' ... "
HERD,HARALD,4576,A,"Herd   .Harald Herd,Harald.  Verkaufsbriefen Macht verleihen 4.A. Stuttgart¡Verlag für Wirtschaft und Verkehr 1927. (308 S.) l 1491 , J l "
HERDI,ERNST,,A,"Herd! »Ernst Herdi.Efrnßt]. Das tägliche Fremdwort in deutscher Erklärung, 2.*A.      5.-8.Taus. Weinfelden:A,G.Neuenscl!wander 192?.	(183 S.) A 1127	^                  (Dr.) "
HERGER,LISBETH,,A,"Herger  , L i s to e t h s.  Sehr geehrte Herren i Sexismus in der Sprache Referate gehalten von L'H1 ... "
HERGET,JOSEF,,A,"Herget  ,  Joaef s.  Aspekte, pragmatische, beim Entwurf und Betrieb von Informationssystemen. Proceedings des 1.Inter- nationalen. Symposiums für Informationswissenscnaft, Universität Konstanz, 17.-19.Oktober 1990. (Hrsger) "
HERGET,R.,,A,"H e r g e t e. Fischer,A.W., H.R.[u.] Molineus.G. Das ärztliche Gut- achten im Versicherungswesen.	1955 "
HERI,ERWIN W.,86823,A,"Heri     ,     tí r w i n      W. Heri,  Erwin W,     Vías Anleger  auch noch wissen  sollten   ... Basel:   üelbing ¿t Lichtenhahn,   1996.	-23cm.400  S. 54536-34744, "
HERKNER,HEINRICH,,A,"Herkner   .Heinrich B.  Studien,Zuroher volkswirtschaftliche "
HERLAN,W.,,A,"H e r l a n ,	ff Herían ,W	Privates Versicherungewesen, (SA.a.d.Werk:	Das GroasherzogtiuD Baden). Karleruhe:Brann 1912.	(24 S.) m       A "
HERLAND,LEO,57/1.2,A,"Herland,     Leo	3 //>   *? / *» & Herland,Leo. Wörterbuch der mathematischen Wissenschaften. Band I: Deutsch-Englisch. 2.,erweiterte und verbesserte Auflage. Band II: Englisch-Deutsch. New York:  Frederick Ungar Publishing Co.,(1954-19&5). (I:XIV,323 S.;"
HERLES,PETER,,,"Kerles   ,   Peter s.   Thumb,Norbert.   Grundlagen und  Praxis   der Netaplan- technik. "
HERMANN,E.,6716/1.2,A,"Hermann , E Hermann,E         Ein Jahrhundert Zürich und die Ent wicklung seiner Firmen. Zwei Bände.       Illustr. Zürich:MüIler (1946). G 45 (420 S.) ( a . Stadtarchivar ) "
HERMES,,87217,A,"HERMES HERMES. Führung und Abwicklung von Informatikprojekten. Ausgabe 1995. (Bern): Bundesamt für Informatik,	(1996).          -21cm. ^^	XXIV,229 S. 36107 ,36108	^ "
HEROLD,HANS,ORD.68,A,"Herold,      Hans Herold , Hans . Die Besteuerung der ausländischen Art e i t- nehmer an der Quelle. (SA. aus Nr. 37, 38 und 39 der Schweizerischen Arbeitgeber-Zeitung vom 16., 23. und 30, September 1965. ) Zürich  1965.	(11  S.) 8077                     "
HEROLD,HANS,6581,A,"Herold , Hans Herold,Hans. Kriegsgewinnsteuer 1946 unter besonderer Berücksichtigung der Bewertungevorschriften. (Steuer und Wirtschaft. Band 5). Basel: Verlag für Hecht und Gesellschaft 1947.  (109 S.) K 699	~       (Dr.) "
HEROLD,HANS,6246,A,"Herold, Hans Herold(Hans. Aktuelle Fragen des Kriegsgewinnsteuerreohts, WohlfahrtsaufWendungen, Abschreibungen, Rückstellungen und andere Probleme. BaselrVerlag f. Recht u. Gesellschaft 1943.   (110 S.) 1943,4593.	(Dr.) "
HEROLD,HANS,6244,A,"Herold , H a n B Herold,Hans. Kommentar zur eidgenössischen Warenumsatz- steuer. [Mit] Nachtrag: Der Bundesratebeschluss über die Besteue- rung der Warenvorräte von Detaillieten {vom 26. September 1941). Basel: Verlag f. Recht U.Gesellschaft 1941.   (XII,"
HEROLD,HELMUT,86981,A,"Herold  ,  Helmut Herold, Helmut. UNIX-Shells: Bourne-Shell, Korn-Shell, C-Shell, bash, tcsh. 2. Auflage. UNIX und seine Werkzeu- ge. Mit Diskette.und Referenzheft.(25 S.)- Bonn: Addison-Wesley (Deutschland GmbH, 1996).    -25cm, Ä	816 S, 34908,36363,	^ "
HEROLD,HELMUT,83810,A,"Herold    Helmut <f3fSc Herold, Helmut.  Awk und sed. 2., überarbeitete und erweiterte Auflage. UNIX und seine Werkzeuge. Bonn: Addison-Wesley (^Deutschland) GmbH, 1994).  -25cm ^	305  S 32668	™ "
HEROLD,HELMUT,83665,A,"Herold  .  Helmut Herold, Helmut.  UNIX-Shells: Bourne-Shell, Korn-Shell, C-Shell. UNIX und seine Werkzeuge. (1., unveränderter Nachdruck). Bonn:   Addison-Wesley Publishing Company,   (1993).     -25cm. A	902  S. Kein  SWK "
HEROLD,HELMUT,83249,A,"Herold  *  Helmut Herold, Helmut. UNIX-Shells: Bourne-Shell; Korn-Shell; C-Shell. UNIX und seine Werkzeuge, Bonn: Addison-Wesley Publishing Company, (1992) . A	-25cm.902 S. 30579	^ "
HEROLD,HELMUT,83308,A,"Herold,  Helmut Herold, Helmut. UNIX und seine Werkzeuge: awk uad sed. Bonní Addison-Wealey Publishing Company, (1991).  -25cm. •327 s. ^- —— "
HEROLD,HELMUT,85441,A,"Herold . Helmut Herold, H(elmut); Unger, W(erner).  Dae C-Buch. Behandelt alle C-Konstrukte unter MS DOS, CP/M, ISIS, UNIX; über 100 Musterprogramme zeigen modernste G-Programmierung; ein sprachlich und visuell vorbildlicher Text aus C-Kur- sen. (München)"
HEROLD,PETER CONRADIN,,A,"Herold     ,     Peter    Conradin Herold,  Peter  Conradin.       Der Einsatz   temporärer Arbeits- kräfte   in  der Unternehmung unter  ""besonderer  Berücksichti- gung der Eingliederungsschviierigkeiten  am Arbeitsplatz, Diss.St.Gallen,   Nr.   589. St."
HERR,MAX  WALTER,,A,"Herr , (Max-Walter) a. Laage,(Gerhart); H'ÍM'W1)- Die Wohnung von heute "
HERR,RUDOLF,,A,"Herr, Rudolf Herr,Rudolf. Die Spartenkombiaation ÌB der deutschen Privatvereicfaerung. (VerÖffentl.dlDeütscfa.Ver.f.Vere.Wiesenachaft. Heft 45) Berlin 1930.	.           (146 S.) (Dr.) "
HERREMANS,JAN,,A,"Herremans  ,  Jan s.  Economie, 1', belge. Une analyse des principales activités économiques. Conception et rédaction finale: J'H' ... "
HERRLINGER,ROBERT,,A,"Herrlinger,     Robert s.   Triepel,Hermann;   H'R'.   Die anatomischen Namen,   ihre Ableitung und Aussprache.' "
HERRMANN,AUGUST,,A,"Herrmann   .August HerrmanntAug [ust].  Nouveau dictionnaire  juridique  et admi- nistratif,   français-allemand Cet] allemand-français. Neues Wörterbuch der Rechts- u.Verwaltungssprache. 2.*éd.du dictionnaire  Juridique  et administratif Fehner- He rrman"
HERRMANN,CH.,,A,"Herrmann   ,   Ch. Herrmann,Ch. g.   Zürich/Kanton.   Politische  Karte "
HERRMANN,EMANUEL,2328,A,"Herrmann, Emanuel Herrmann, Emanuel. Die Theorie der Versicherung vom wirt schaftlichen Standpunkte. 3.*A. Wien:C.Konegen  1897.	(VIII,156 S.)       s ck *     (Prof.Dr.Ì "
HERRMANN,FR.,,A,Herrmann   .Fr S.Steuerreform...	(1935) 2138.	W           (Dr.) 
HERRMANN,FRIEDRICH,,A,"Herrmann   ,   Friedrich s.Steuerrecht,das,der Notverordnungen...	1931. 1841.	(Dr.) "
HERRMANN,JÜRGEN,,A,"Herrmann     ,     Jürgen s.       Risiko-Management.   ([Mit Beiträgen von]:   Matthias Haller,   J'H1    ... "
HERRMANN,KARL,,A,"Herrmann   ,   Karl Herrmann,Carl.  Die rechtliche Verantwortlichkeit des Ver- sicherers für seine Agenten nach österreichischem Rechte, BerlinrHeymann 1897.	(Vili,223 S.   >          * "
HERRMANNSDORFER,FRITZ,2627,A,"Herrmannsdorfer,   Fritz Herrmannsdorf er, Fri ta.     Wesen und Behandlung der Rückver sicherung. München:Piloty & Loetile 1921.	(VIII,293 S.) • 999.	^          (Dr.iur.) "
HERRMANNSDORFER,FRITZ,2311,A,"Herrmaniisdorfer, Fritz Herrmannsdorfer,Fritz. Versicherungswesen Mit l Abb. (Enzyklopädie der Rechts- und Staatswissenechaft. Abteilung Staatswissenscnaft. Bd 43.) Berlin:Springer 1928.	(156 S.)    j 1551                       "" "
HERRMANNSDORFER,FRITZ,2630,A,"Herrmannsdorfer  .Fritz Herrmannsdorfer, Fritz.  Technik und Bedeutung der Rückver sicherung. München:Piloty & Loehle 1927.	(VI,46? S.) 1428                                                       W •* '         (Dr.iur.) "
HERRMANNSDORFER,FRITZ,2628,A,"Herrmannsdorfer   ,  Fritz Herrmannsdorfer, Fritz. V/esen und Behandlung der Rückversi cherung. 2.*A. München:Piloty & loeble 1924.	(VIII,36? S.) • f;'	À ___                                                             J""	(Dr.iur.) "
HERSCH,JEANNE,,A,"Herscìi  ,  Jeanne Hersch, Jeanne.  Antithesen, zu den ""Thesen zu den Jugend- Unruhen 1980"" der Eidgenössischen. Kommission für Jugena- fragen.Der Feind heisst Nihilismus.{Aus dem Französischen übersetzt [von] Stefan W.Berther. 2.Auflage). Schaffhausen, V"
HERSCH,LIEBMANN,,A,"H e r 8  c h   ,   Lietmann s.  Mélangée d'études économiques et sociales...       1945 (Prof.Univ.Genève) "
HERSTATT,J.D.,,A,"Herstatt,J. D. s. Steinel,R.(unter Mitarbeit von C.Bachmann). J.D, Herstatt. Das alte und das neue Bankhaus. "
HERSTELLUNG,,,A,"Herstellung Herstellung,die,  statistischer Grundlagen für die  Invaliden- versicherung.   {Bericht über die  Tätigkeit der vom Deutschen Verein für Versicherungs-wissenschaft eingesetzten Kommis- sion für Invalidenstatistik) (Veröffentl.d.Deutsch.Ver.f.V"
HERSTELWETGEVING,,1586,,"fï/i Herstelwetgeving Herstelwetgeving. Teketuitgave van de wettelijke regelingen uitgevaardigd met net oog op de bevrijding van Hederland. Deel I Uitgave van het Militair Gezag. (Maastricht:Boo8ten & Stols,Dr.[l945]).       (16+616 S.) 1945,5768 "
HERTEL,GÜNTHER,,A,"H e r t e 1 , Günther Hertel,Günther. Aerztliche Auskunft Stuttgart:Gustav Fischer Verlag,1966.  (XIII,272 S.) 9172 "
HERTER,HERMANN,97053,A,"Harter,  Hermann (Herter,Hermann).    Für die Eingemeindung der Zürcher Vororte Illuetr. (Zürich 1929).	(36 S.) 1943,4424.               ^^   (Stadtbaumeister) "
HERTERICH,KLAUS W.,97381,A,"Herterich     .     Klaus    W. Hertertcli,   Klaus Vi.       Checklist.   Gründen und Führen  von Auslandsniederlassungen. (München),   Verlag Moderne Industrie,   (1976).       -31cm. 243  S.  Ringbuch. ^B	t£we4fa¿¿a>M<}$ 15407                          "
HERTH,BERND,,A,"Herth  ,  Bernd s.   SAP R/3 Basissystem: Systemarchitektur, Administration, Basistechnologie / B'H' "
HERZ,,,A,Herz Herz         Finanz- und Steuerrecht in seiner Bedeutung für die lebeneversioherung. (Veröffentl.d.Deutsch.Ver.f.Vers.Wissenschaft. Heft 393 Berlin 1926.	(S. 84-105)    È (Wirkl.Geh.-Rat) 
HERZ,NORBERT,2402,A,"Herz, Herbert HerZjNorbert. Wahrscheinlichkeits- und Ausgleichungsreohnung, Sammlung Schubert. Bd 19. Leipzig:Go8Chen 1900.	(IV,381 S.) f-        Â "
HERZFELD,GEORG,,A,Herzfeld   »Georg Herzfeld.Georg.     Taschenbuch für Vertrauensärzte. Berlin:R.Wilhelm! 1884.	_                      (92 S.) 
HERZFELDER,E.,,A,"Herzfelder.E fierzfelder.E	Die Delkredere-Versicherung, (Veröffeivtl.d.Deutsch.Ver.f.Vers.Wissenschaft.  Heft 38) Berlin 1926.	(S.  228-237)           A ™       (Dir.Dr.) "
HERZFELDER,FELIX,1007,A,"Herzfelder,   Feliz Herzfelder,Felix. Erbrecht. 7./8.*A. J.v.Staudingers Kommentar zum Bürgerlichen Gesetzbuch und dem yinführungegesetze. Bd V. München:J.Schweitzer 1914.	(X,946 S.) •	+ SH                           A 836.	^!f (JustizrattMünchen) "
HERZIG,FELIX,83065,A,"Herzig,   Pelli	^-v^/r Herzig,Felix; Widmer»Robert. Zeitgemäaee Handelskorrespon- denz. Basel:Staatskunde-Verlag Ernst Krattiger,(1972). - 30 cm. 128 S. Spiralheftung. 12501 "
HERZIG,HANS,324,S,"32 ^ Herzig ,  Hans_________________________ Herzig, Hans. Breitere Streuung des Aktienbesitzes. Ge- danken zu volkskapitalistischen Ansätzen in der Schweiz. Wirtschaftspolitiache Mitteilungen. 34.¿g.i 1978, H.12, Zürich, Gesellschaft zur Förderung der sc"
HERZIG,OLIVER A.,83350,A,"Herzig,     Oliver      A. Herzig,  Oliver A.    Marienbilder,  liarkenwelten. Neue We- ge  in der Imageforschung.   (Empirische Marketingf or- schung. Band  9) - Wien:   Service-Fachverlag,   1991.	-21cm.VI,192  S.,At>D. 30887 "
HERZL,BRUNO,91136,A,"Herzl,  Bruno Herzl, Bruno. Lebensverlängerung 2. A. Bern 1936.	(70 S.ì "
HERZOG,C.,3900/95,A,"H e r z o g , C Herzog, C      Die Präzis der Transport-Versicherung Berlin:Mittler & Sohn 1909.	(156 S.) "
HESBERG,,70689,A,"H e  s b  e  r g	~>o ë 8 <f Hesberg	Die Umstellung der Grundvermögenesteuer zum I.April 1938.  Besteuerungsprobleme dea Geschäfte- und Industrie-Hausbeeitzes. Vortrag. (Berlin:Denter & Hicolas,[Dr.])  1938.         (22 S.) (Dr.) "
HESS,ARTHUR,,A,"Heas, Arthur __ __ __ __ __r __ __ __ __ __ Hess,Arthur. Ueber die Struktur von Scharen meroraorpter Funktionen. Diss.T.H. Zürich. Eurieh:Leemann 1935.	(40 S.) "
HESS,ERIC,,A,"Hess  , Eric s.   Steuer-Lexikon, schweiz[erisches] ... Band 2 Vallender, Klaus A.Ï H'E1 ... "
HESS,FRITZ,,A,"Hess   .Fritz Hess,Fritz,  Die rechtliche Ordnung des internationalen luft- verkehre in der Schweiz. Druckschriften der] Schweizeriscne[n] Vereinigung für inter- nationales Recht. So.28. Zürich:0rell Füaeli  [1932],	(S.1-58)              . (Dr.iur.) "
HESS,HANS,91283,A,"Hese,     Hans Hess, Hans. Der Grundsatz der Spezialität im Aus lief e rungs recht, seine Ausgestaltung im Auslief erungsgesetK und in den Auslieferungsverträgen der Schweiz insbesondere. Zürich 1944.	(127 S.) Md "
HESS,HANS,94234,A,"H e e s , Hans	94'234 Hess,Hans. Die Fremdwährungsforderung ale Objekt der schweizer!echen Scbuldbetreibimg. Affoltem a.A.:Weis8 1944.	U,124 S.Ï K 173 "
HESS,JOHN,,A,"Hess  ,  John s.   Anlageformen der beruflichen Vorsorge der Öffent- lichen Hand. Tagung der SGVW vom 17. November 1989 ... [Hrsger]: J'H1. "
HESS,J.,91172,A,"H e s s , J        H (HeeetJ       H .      >. Rütli. Illustr. Herausgegeben, im Auftrage der Rütlikommiseion Basel:Hess (1954).	(40 S.) G 460	(Dr..Erziehxmgsdirefctor)    * "
HESS,LEOPOLD,5258,A,"Hess , Leopold Hess, Leopold. Albert Weidmann; sechzig Jahre Buchdrucker. 2ürich:0rell FÜseli 1930. .	(71 S.) "
HESS,MARTIN,12634,A,"H e s B  ,  Martin Hess, Martin.  Individuelle Arbeitszeitsysteme für Führungskrafte. (Dias.St.Gallen). Schriftenreihe des Forschungsinstitutes fUr Arbeit und Arbeitsrecht au der Hochschule St.Gallen. Band 2. (Grusen): Verlag fiüegger, (1988).   ~21cm.XVI"
HESS,O.,,A,"H e 8 e , O Hess,O    , Uefcer die Kindergcuutzbeetimmungen dea schweizer. Zivilgesetzbuches und des zurcheriachen Einfüh- rungegesetzes. Vortrag... Wald.-Heas 1911.	(30 s-> ™     (Dr.) "
HESS,OSCAR,7867/D,A,"Hess,  Oscar Heas, Oscar. Die internationale Uebereinkunft zur Regelung des Geltungsbereichs der Gesetze auf dem Gebiete der Ehescheidung und der Trennung von Tisch und Bett, vom 12. Juni 1902. Dise . üniv . Leipsig . WaldtKt.Zürich):H.Hess 1909.	(IX,119 "
HESS,OTTO,,A,"Hess .Otto s.Fischer,Johannes, O.K. [u.] Georg Seebauer. Buchführung und Kostenrechnung.        (1939). 1939,2714.	^    (Ministerialrat) "
