Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
BREGUET,GEORGES,97454,A,"Breguet  ,  Georges Breguet, Georges.   Rôles et interactions de facteurs ""bio- logiques et sociologiques daña la diminution de la popula- tion d*une communauté balinaise isolée, le Desa Adat Ten- ganan Tageringsingan. \Avec la collaboration de Roland Ney"
BREHM,JOACHIM,,A,"B r e h m  ,  Joachim Brehm, Joachim; Karl, Gerbard A. dBASE III. Einführung für Einsteiger und Nachschlagewerk für Profis.Mit vielen Beispielen und Erläuterungen für das Datenverwaltungspro- gramm. [iSit Beispiel-Diskette], Computer verständlich. (Nieder"
BREHM,ROLAND,1009,A,"Brehm  ,  Roland Brehm, Roland. Die Entstehung durch unerlaubte Hand- lungen. Kommentar zu Art.41-61 OR. Erläutert von R'B1. 2., überarbeitete Auflage. (Berner Kommentar. Band VI/ l.Abt ;/3.Teilbd/1.U'Teilbd). Bern: Stämpfli Verlag AG, 1998.         -23cm"
BREHM,ROLAND,12336,A,"B r  e h m    ,     Roland Brehm, Roland. Le contrat d'assurance de responsabilité civile. Etude de droit suisse. (2e tirage). Collection ju- ridique romande: Précis et traités. Lausanne,  Payot,   1983.	-23cm.262  p 22996                                 "
BREIDENBACH,P.,,A,"Breidenbach     ,     P. s.         Allori   aber   die   AHV   ...    (Autoren): K.Bolli,    P.B'    ... "
BREIER,SIEGFRIED,,A,"Breier  ,  Siegfried s.   EG-Vertrag. Kommentar zu dem Vertrag zur Gründung der Europäischen Gemeinschaften; hrsg. von Carl Otto Lenz, unter Mitarbeit von Klaus-Dieter Borchardt, S'B' ... "
BREIL,M.,5320,A,"B r  e   i   1   ,   U	A                                                                              O Breil.M	A                         Leistungsfähigkeit. Zürich:Hirzel 1950.	(IX,201 S.) K 2091	(Dr.) "
BREISKY,W.,,A,"Brelsky tW s. Etude.l1, des elemente statistiques les plus instructifs en vue des prévisions économiques...	1929. "
BREITBART,GERRARD,,A,"Breitbart,  Gerrard Breitbart, (Gerrard).   Organisationshandbuch für den EDV-Leiter. Entscheidungahilfen, Praxisbeiapiele und direkt übernehmbare Musterlöstmgen für Aufbau und Ab- lauforganisation, Projekt- und Personalraanageraent. [Mit Nachträgen], Abo"
BREITENMOSER,STEPHAN,87675,A,"Breitenmoser     ,     Stephan      ¿T ^cS^J Breitenmoser,   Stephan;   Bühler,   Stefan P.        Europarecht. Zürich:   Schulthess  Polygraphischer Verlag AG,   1998. -30cm.304   S. 37353 "
BREITSCHMID,PETER,,A,"Breitschmid     ,     Peter s.       Hegnauer,   Cyril;   Breitsdimid,  Peter.        Grund- riss  des Eherechts,   3-*Aufl. "
BREITSPRECHER,ROLAND,,A,"Breitsprecher     ,     Roland s.       Pons/Collins.       Globalwörtertmch Bngllacn-Deutsch/Deutscli-Englisch.. Von R'S'    ... "
BREMAUER,ULRICH,,A,"Bremauer  ,  Ulrich. s.   Leitfaden zur Umsetzung von Geschäfts- prozessen in Informationsverarbeitung. Hrsger]: U'B1 ... "
BREMER,F.,,A,"Bremer, F        P Bremer,?      P        Zur Geschichte des Handelsrechts und der Handelspolitik im Anfang der römischen Kaieerzeit, (Strassbure:J.Trübner 1879).	(38 S.) "
BREMIKER,C.,,A,"Bremiker,   C. s.  Vega,George de. Manuel logarithmique et trigonométrique 1901 "
BRENDEL,,3443,A,"Brendel Brendel	Wanrscxheinllchkeitsreßiinung mit Einschluss der Anwendungen auf Fehlertheorie und Statistik. Vorlesungen,  gehalten im S.S.  1906 an der Universität Göt- tingen. Frei bearb.u.herausg.v.Carl Poetsehat. [Handschrift] Göttingen 1907.	(31,476"
BRENDEL,M.,,A,"Brendel   ,M BrendeljM	Analytische Methoden in der Lebensversi- cherung. (Berlin:Mittler & Sohn)  o.J.	(23 S.) "
BRENDER,THOMAS,,,"Srender      ,      Thomas Brender,   Thomas.        Rechtsprobleme   des   befristeten  Arbeite Vertrages,   Diss.Univ.Zurieh. O.O.,   (R.Gysin AG  Dr.,   1976).	-23cm.   7.11,145  S. 15707 "
BRENNAN,MICHAEL J.,31087,A,"Brennan  .  Michael  J. Brennan, Michael J.; Schwartz, Eduardo S. Pricing and investment Btrategies for guaranteed equity-linked life insurance.(S.S.Huebner Foundation monograph series. Ho,7) Philadelphia, University of Pennsylvania,	(1979). -23cm. A	XIV,"
BRENNAPPARTE,,,A,"Brennapparate Brennapparate und Branntweinerzeugung in der Schweiz: Erhebung 1930. -Appareils à distiller et production d'eau- de-vie en Suisse - Herausg.v.Eidg.s tatist,Amt. (Statistische Quellenwerke der Schweiz. 18). (Bern 1932). "
BRENNEIS,F.J.,98055,A,"Brenneiß,F.J. Brenneis,F.J. ; Roth,W.; Schultheiss,R.R. EDV für das gesarate Rechnungswesen. Einsatz von Datenverarbeitungs- anlagen in der Betriebspraxis. Schriftenreihe des SIE, Schweizerieclies Institut für höhere kaufmännische Bil- dung. Band 8. ZUric"
BRENNER,CLAUDIA,,A,"Brenner  ,  Claudia s.   Cesterie, Hubert.   Business engineering: Prozess- und Systementwicklung ... "
BRENNER,ERNST,94404,A,"Brenner, Ernst	¿? ¿¿ <¿ o Brenner,Erna t.    Politische und kulturelle Eindrücke aus Spanien.    Vortrag... Bera:Schmid & Co.,Dr.  1927.	(12 S.) A        (Dr.) "
BRENNER,WALTER,,A,"Brenner  ,  Walter s.   Cesterie, Hubert; B'W i Hilbers, Konrad. Unternekmensführung und Informationssystem "
BRENNWALD,HEINZ HERMANN,2282,A,"Brennwald, Heinz- Hermann Brennwald,Heinz Hermann. Die Entwicklung des schweizeri- schen Versicherungswesens in den Jahren 1930-1963 und Versuch einer Bestimmung der Prämieneinnahmen der priva- ten Versicherungsgesellschaften im Jahre 1970. Diss. Univ.Zür"
BRENTANO,LUJO,98135,,"1 Brentano,Lujo	/ Brentano, Lujo.   Mein Leben im Kampf um die soziale Entwicklung Deutschlands. Jena, Eugen Diederichs Verlag', (1931). -24cm. 424 S. Portr Taf. "
BRENZEL,JÜRGEN,12202,A,"Bronzei  ,  Jürgen Bronzei, Jürgen.  Der Versicherungsverein auf Gegensei- tigkeit. Unternehmensform und Rechtsstruktur im Wandel. Karlsruhe, Verlag Versicherungswirtschaft, 1975. -22cm. XXI, 126 S. 15 363	A""           Tab. w	A "
BREPOHL,KLAUS,324,A,"B r e p o hl  ,  Klaue Brepohl, Klaus.  Heue Medien: Möglichkeiten, Entwicklungs tendenzen, Problems , Wirtachaf tspolitiacho Mitteilungen. 36. Jg., 1980, H. 5. ZUrich, Gesellschaft zur Förderung der schweizerischen Wirtschaft, 1980.         A	-21cm.40 S."
BRESCIANI-TURRONI,C.,,A,"Bresciani-Turroni   ,C s.  Vollbeschäftigung  ... "
BRESTEL,HEINZ,,A,"Brestel  ,  Heinz Brestel, Heinzj Kratz, Peter; Winter, Wolfgang.   Ein Konto in der Schweiz. Niederglatt, Fortuna Verlag V/.Heidelberger, (1976). -23cm. 280 S. Tab.Taf. 15608	^ "
BRESTEL,HEINZ,6502,A,"Brestel , Heinz Breatel,Heinz. 10 Gebote privater Vermögena-Anlagen Rezepte gegen die schleichende Inflation. 2.Aufläge Niederglatt/ZHîPortuna-Verlag,(l972). - 18 cm. 210 S.Abb. "
BRETSCHER,KARL,,A,"Bretscher   ,   Karl s.   Schweizer  Pioniere  der  Wirtschaft  und  Technik.   Band   19 "
BRETSCHER,RICHARD,97644,A,"Bretscher  ,  Richard Bretscher, Richard.   Lexique français-allemand = Lexi- kon deutsch-französisch. Ensemble des termes techniques utilisés dans ""Professions de l'informatique de gestion en Suisse"" et dans les directives des examens fédéraux d'informat"
BRETSCHER,WILLY,97018,A,"Bretscher.Wil-ly	97018 Bratscher,wfilly]. Neue Zürcher Zeitung, 1935-1944. 70 Leitartikel. [Zürich]:(HZZ 1945).	(IV+204 S.) 1945,5614.               ~ "
BRETSCHGER,M.,,A,"Bretschger.M Bretschger.M	Interkantonale Ausscheidung der Steuer- faktoren (Aktiengesellschaft und Genossenschaft). (Dies.Univ.Zürich) (Zürich:Leemann Í1942]).	(94 S.) 1943,4485- "
BRETZ,JEFF,,A,"Bretz  ,  Jeff Bretz, Jeff; Craig, John Clark.   100 BASIC-Programme und Subroutinen für den IBM—PC, Eine wertvolle Programra- saramlung mit erprobten, praxisbezogenen Beispielen aus Grafik und Mathematik, Schule und Beruf, Wissenschaft und Elektronik, Sp"
BREUER,SAMSON,3195/B,A,"Breuer, Samson Breuer, Samson. Full actuarial report as of March 31,1963 Triennial report no. 3. State of Israel/National Insuran- ce Institute . Jerusalem 1965.	(6+31 p.) Í* s "
BREUER,SAMSON,3195,,"reuer,  Samson (Breuer,Samson. } Full actuarial report as of March 31, I960. Triennial report no.2. State of Israel / National Insurance Institute. Jerusalem 1962.	(57 p.) "
BREUER,SAMSON,7752,A,"Breuer,  Samson BreuertSamson. Full actuarial report for the period 1.4.54 31.5.57. State of Israel - National Insurance Institute. [With) 21 tables. Jerusalem 1959-	(34 p.) "
BREUER,SAMSON,5108/15,A,"B r e u e r , Samson Breuer, Samson. Verkürzung der Wartezeit bei Bausparkassen (SA. ""Blätter für Vers.-Mathematik und verwandte Gebiete"", Berlin¡Mittler & Sohn [1932].       (2 S.) "
BREUER,S.,72227,A,"B r eu e r , S Breuer.S         Die Verwertung des Stieltjes 'sehen Inte- gralbegriffs znr Darstellung von Renten- und Bausparformeln. (SA. ""Das Versiclierungsarchlv"" ,1932. ) Wien 1932.	(16 S.Ï ™   (Prof.Dr.) "
BREUIL,PIERRE,93181,A,"Breuil,  Pierre (Breuil, Pierre . ) Cinquantenaire de 1 'Ecole supérieure de Commerce de Neuchâtel, 1883-1933. Illustr. Neuchâtel:Richème,impr. (1933).	(139 p.) "
BREUIL,KARL,,A,"B r e -u 1 , Karl s. Cassell's German and English Dictionary "
BREUILEUX,GÉRALD,1975,A,"Breuleux , Gerald Breuleux,Gérald. Internationale Zuständigkeit und anwendbares Recht. (Wechselseitige Beziehungen und Bedeutung ihrer Regelung ira internationalen Zivilprozess. und Privatrecht; u.a. im Rahmen der Theorie des Gleich- laufs.) Zürcher Studi"
BREVIER,,4437,A,"Brevier Brevier zur Mitwirkung der Arbeitnehmer in der Schweiz (ZUrich:Zentralverband schweizerischer Arbeitgeber-Organi sationen,Florastrasse 44, 1972).    - 21 cm. 16 S. "
BREWKA,GERHARD,86542,A,"Brevjka  .  Gerhard Brev/ka, Gerhard.  Nonmonotonic reasoning: logical foun- dations of commonsense. (Cambridge tracts in theoreti- cal computer science. 12), Cambridge: Cambridge University Press,	(1991).   -26cm. ^^	XI,168 p. 33503	^r "
BREZSKI,EBERHARD,83710,A,"B r  e  z   s  k  i     ,     Eberhard Brezski, Sberhard.   Konkurrenzforschung im Marketing Analyse und Prognose. (Diss .Univ. Frankfurt/Main) . (Wiesbaden):   DÜV Deutscher Universitäts-Verlag,   (1993) A	-21cm.XIV,22^  S 32401	^ "
BRIANT,HENRI,,A,"Briant  ,  Henri s.   Volkszählung, eidgenössische, 1990 ... Production et reproduction: la femme entre conjoint, enfants et activité professionnelle. (Auteurs): Marc-Etinenne Diserens, H1B1 ... "
BRICKERS,,87228,A,"Bricker ' s Bricker's international directory. University-based executive development programs 1997, 28th edition. Princeton, NJ: Peterson's, (1996).    -29cm.XXVII,970 p. 36122 "
BRIDEL,MARCEL,,A,"Bridel »Marcel Bridel.Uaroel. Cours de droit des assurances (le contrat d'assurance: Partie générale). Lausanne 1943.	(105 S.) 1945,5461.	W    (Prof.) "
BRIDEL,MARCEL,7885/23,A,"Bridel .Marcel Bridel,Marcel. Dee institutions d'assurance privée qui ne sont pas surveillées par l'Etat. Lausanne:F.Rouge 1934.	(14 p.) 2109 "
BRIEF,,225,A,"Brief Brief an den Mitarbeiter. Ein zeitnaher Dienst für Auf- geschlossene Mitarbeiter in allen Branchen des Handels, des Verkaufs, dea Gewerbes, des Bank- und Versicherungs- wesens , der Industrie und Verwaltung. Herausgeber und Schriftleiter: Emil Oesch"
BRIEFE,,222,A,"Briefe 222 Briefe an den Chef. Ein kurzgefasster Wirtsohafts-Dienst mit einer Fülle praktischer Winke aus der ganzen Welt für erfolgreiche Geschäftsführung. ___________ Jg 11,1942,  Nr.  481 ff.-   1977. ausgeschieden! Bibliothek RA Ab  1978:   Nur noch d"
BRIEL,A.,,A,"B r i e l , A Briel,A         Sparsamer werben durch das Zeitungsinserat Bern 1936.	(27 S.) 2500 "
BRIGGS,WALTER J,,A,"Briggs   .Walter s.Caseon,Herbert K	12 Tips  zum Erfolg.     O.J, 1296 "
BRINER,CARL,2122,A,"Briner.Carl	% *f % Z (Briner.Carl) .   Hundert   Jahre   ""SCHWEIZ""   Allgemeine   Ver- sicherungs-Aktien-Gesellschaft,   Zürich, (1869-1969) . Zürich  1969.	-4°,   64+8  S.t   ill. G 945 "
BRINER,ERNST K.,,A,"Briner  ,  Brnat K. s.   Steuer-Lexikon, internationales. Zusammenfassende Darstellung der Steuersysteme von 19 Staaten der OECD. [Herausgegeben von E'K.B'. "
BRINGOLF,HANS,70477,A,"Brtngolf .Hans Bringolf »Hans. Ein Schweizer Abenteurer in fremden Diensten, Solothurn:Vogt-Schild (194.).	(150 S.) 1943,4303. "
BRINKMANN,C.,,A,Brinkmann s. Keynee.John Maynard. Die wirtschaftlichen Folgen des Friedensvertrages.	1920. 
BRINKMANN,DONALD,,A,"Briïikinaïïrt   .Donala Brinkmann,Donald. Clausewitz und die Schweiz', (Schriftenreihe der Schweiz. St-adiengemeinschaft für Euro- päische Fragen. [Bd] III). (Zur i oh :Buchdr. Stampfenbach A. G. [ 1943] K   (58 S.) 1943.4198. "
BRINKMANN,EBERHARD PETER,,A,"Brinkmanri     t    Eberhard      Peter s.       Heidack,   Clemens;  E'P'B'.       Unternehmenssicherung durch Ideenmaaagement   ... "
BRINKMANN,RUDOLF,7867/I,A,"Brinkmann , Rudolf	- Brinkmann.Rudolf. Staat und Wirtschaft. Vortrag, gehalten am 21.Oktober 1938 in Düsseldorf, anläss- lich der Reichstagung des Fachamtes Banken und Versiche- rungen in der Deutschen Arbeitsfront. Stuttgart^.Kohlhammer 1938.       .    "
BRITISH SOUTH AFRICA COMPANY,,,A,"British South Africa Company British South Africa Company,the. (Reports on the Company'i proceedings and the condition of the Territories within the sphere of its operations, 1896-1897.) [London 189-].	(171 S.) 58B                      W "
BRITISH,,GI 511 (NO),A,"British British-Swiss Chamber of Commerce in Switzerland. List of U.K. firms with subsidiaries in Switzerland, 3rd edition 1976. List of Swiss companies in the U.K. - with parent com- panies, 1st edition 1978. "
BRITISH,,GRS 434,A,"B r i t i s h	G 'G Britiah-Swies Chamber of Commerce in Switzerland. Members' Handbook, l6th edition 197071. "
BRITT,ALEXANDER,,A,"B r   i   t   t   .Alexander 3.   FUhrungamodelle.   Leitbilder  zur Unternehmenaführung, "
BRIX,HANS,70620,A,B r i x .Hans Brix(Hans. Statistische Untersuchungen über erhöht gefähr- dete {minderwertige) Leben. 0.0.[1957]-	(13 S.) 
BRIX,HANS,5110/19,A,"B r i x »Hans Brix, Haue. Notwendigkeit und Voraussetzungen der statisti schen Beobachtungen an erhöhten Risiken. SA.a.""Zeitschrift für die gesamte Versieherungs-Wissenschaft' Bd 37, B.2. (Berlin¡Mittler & Sohn [193?]).	(12 S.) S* "
BRIX,HANS,72232,A,"Brix.Hans Brix.Hans. Die Versicherten-Sterblichkeit in Japan. Neue japanische Sterblichkeitstafeln. SA.a.""Blätter f.Versicherungs-Mathematik"",Bd 32,Heft 3 Berlin¡Mittler & Sohn 1932.	(14 S.) (Dr.phil.) "
BRIX,HANS,70631,A,"B r i x ,Hans Brix,Hans. Die Grundlagen und Bedeutung der erhöhten Risiken in der Lebensversicherung. SA. a „divers ich. -Wissens chaf tl.Mi t t eilungen, Prag. 1931 [Prag 193l].	(26 S.) "
BRIX,HANS,97025,A,"Brix.Hanu	97*025 Brii,Hans und Josef Sturm. Erhöhte Risiken in der Lebens- versicherung, 0.0. [193.].	(78 S.) •      S* "
BROAD,LEWIS,5503,A,"Broad  ,  Lewis Broad t Lewis.  Winston Churchill; Ein politisches Lebensbild . 4. -6. Tausend. New YorkrEuropa Verlag (1943).	(394 S.) 1943,4415. "
BROCKHAUS,,BV,A,"Bro  ckhaus Si/ . Brockhaus Enzyklopädie in vierundzwanzig Bänden. 19 ^völ- lig neu bearbeitete Auflage. Bde 1-25; 30. ¿*. e. Mannheim, F, A. Brockhaus (GmbH, 1986 - 1996 }.     -25cm 9775/aj 25381 33 "
BROCKHAUS,FRIEDRICH ARNOLD,,A,"Brockhaua, Friedriob  Arnold Brockhaue,[Friedrich Arnold]. Der neue Brockhaue; Allbuch in 4 Bänden und einem Atlas.  4 Bde. Mit Abb.u,Kart. [ES ist nur der Atlasband vorhanden]. Leipzig:Brockhaus 1936-1958. 2567	™                   /j "
BROCKHAUS-,,84336,A,"Brockhaus- Brockhaus-BildwOrterbuch FranzÖaisch-Deutach / Deutsch- Französisch. Von Ernst Pfohl. Einunddreissigste, von Paul Benoît neubearbeitete und erweiterte Auflage. Wiesbaden:?.A.Brockhaus,1972.  - 22 cm. XI,610 S. 14563 "
BROCKMEIER,RALF,,A,"Brockmeier  ,  Ralf Grappin, Pierre.   Grand dictionnaire français-allemand/allemand-franeáis ... Pour la nouvelle édition: Christian Nugue, R'B1 ... "
BROCKSCHMIDT,KRAIG,87502,A,"Brockschmidt     ,     Kraig Brockschmidt,   Kraig.        Inside OLE.   2nd edition.   (Micro- soft   Press   programming   series). {Redmond,   WA):   Microsoft   Press,    (1995).	-24cm. A	XXVII,1194   p.,1   CD-ROM: 36904 "
BROCKSCHMIDT,KRAIG,86610,A,"Brockscìimiàt     ,     Kraig	Q te?          G* Brockschmidt, Kraig.   Inside OLE 2. The fast track to building powerful object-oriented applications. (Micro- soft Press programming series. [_With 2 diskettes]). (Redmont, WA): Microsoft Press, (1994).	-24"
BRODERMANN,W.,94629,A,"Brodermann,  W. Brodermann,W. Methode Grey. Eine auf wissenschaftlicher Grundlage aufgebaute Methode aur Forderung des Wachstums und Erhöhung der Korpergrosse. Hamburg:Carl A.Langer,o,J.	(52 S.) "
BRODERSEN,ARVID,,A,"Brodersen     ,     Arvid s.       Recht und Macht  in Politik und Wirtschaft.   Beiträge von D(olf)   Sternberger,   A'B1   [u.a.],    - "
BRODMANN,ERICH,70694,A,"Brodmann,  Erich	^06 f¿¿ Brodmann,Erich.   Gesetz,   betreffend die Gesellschaften mit beschränkter Haftung. Kommentar v.E,B. Gewerbe- und  Industrie-Kommentar (CJK).  Bd I. Berlin:W.de  Gruyter & Co.   1924.	(315 S.) W       (Dr.iur.)	O "
BRODMANN,WALTER,84263,A,"Brodmann,   Walter Brodmann,Walter . Wettbewerbawirkungen unterschiedlicher Steuersysteme im internationalen Handel unter besonderer Berücksichtigung der Besteuerungaverhäl tnisse in der Schweiz, der Bundesrepublik Deutschland und in Prankreich Veröffentl"
BRODTBECK,KARL ADOLF,1013,A,"Brodtbeck.Karl   A á o 1 f Brodtbeck,K [ari]   A [dolf ]  und 0 [ekar] Daeppen. Bundesgerichtspraxis z-uro Zivilgesetzbuch. Textausgabe des ZGB, erläutert durch die Rechtssprechung des Bundesgericlites. Nachtrag: 19 34, 1935, 1936. [Herausg.J v. o[ skar] "
BRODTBECK,KARL ADOLF,1016,A,"Brodtbeck.Karl  Adolf Brodtbeck,K[arl]    A[dolf]   ,0 [skar]  Daeppen [und] MaxWelti. Bundesgerichtepraxis zum Zivilgesetzbuch. Text auBgabe des Zivilgesetzbuches, erläutert durch die Recht- sprechung des Bundesgerichtes. Bd I:(Art. 1-456) n II. 2, A. Zi"
BROECKER,HERMANN,,,"r o e o K e r , Hermann s- Knebel Doeberitz,Hugo von u. H.B. Das private Ver- sicherungswesen in Preuseen...	1903 "
BROECKER,HERMANN,2452,,"roecker   ,  Hermann Broecker, Hermann und Otto  Knörk.  Der Lebensversieherungs- beamte ,     Handbuch für Augestellte der Direktionen,  Ver- waltungs- und Provisions-Generalagenturen in der Lebens- versicherung. (Handbücherei fUr Angestellte in Handel, "
BRÖDNER,ERNST,4365,A,"Brödner,   Ernst	4^ 3 ^ 5 Brödner,Ernst.   Unternehmensleitung.   Gedanken   für   den   Nach- wUchs.   Zweite  erweiterte  Auflage.   (Die  Erfolg-Bücher. Band   3.) Bad  VibrishofeniHans   Holzmann Verlag,( 196?) .   -8°,   216   S. 11249 "
BRÖNNER,HERBERT,,A,"Brönner,     Herbert s.   Kapitalverkehrsteuergesetz "
BRÖNNIMANN,C. JÜRGEN,12447,A,"Brönnimann  ,  C.  Jürgen Brönnimann, C. Jürgen.  Die Behauptungs- und Subatanzie- rungslast im schweizerischen Zivilprozessrecht. (Dise. Univ.Bern. Abhandlungen zum schweizerischen Recht. N.F. Heft 522). Bern: Verlag Stampili & Cié AG, 1989.  -23cm.XXII,"
BRÖNNIMANN,JÜRGEN,,A,"Brönnimann  ,  Jürgen s.   Meier, Isaak (Hrsger).   Aktuelle Fragen des Schuldbetreibungs- und Konkursrechts nach revidiertem Recht. Mit Beiträgen von J'B1 ... "
BRÖNNIMANN,GEORG,,A,"Brbnnimann     ,     Georg s.       Stierlin,   Claude;  B'G1.       Kleiner Leitfaden fUr Stiftungaräte. "
BRÖNNIMANN,RUDOLF,31067,A,"Brönnimann   ,   Rudolf Brönnimann, Rudolf .  Beiträge  zur Pfeilgeometrie Dies. Univ. Bern. 0.0.   (1925).	(55 S.) "
BROERMANN,J.,,A,"Bro ermann , J. B. Schultz, Siegfried. MakrobkonomiBChe Wirkungen der Sozialen Sicherung, "
BRÖSE,KURT,,A,"Bröse     ,     Kurt s.       Tabellen- und Formelsammlung sur Finanz- und Le- ""bensversiclierungsmathematik.  Begründ-et von K'B' "
BROGER,RAYMOND,5103/76,A,"Broger »Raymond	5/03/ 'f Broger»Raymond. Der Ombudsmann - ein Symptom unserer Zeit? Referat an der 44.Generalversammlung des VSV vom 21.5.74. Zürich 1974.	- 30 cm, 17 S. Vervielf. "
BROGGI,HUGO,3534,A,"Broggi   ,  H u g o Broggi,Hugo.  Veraicberungemathematilc Deutsche Ausgabe. LeipzigiB.G.Teubner 1911.	(VIII, 360 S.) s -v -/ "
BROGGI,U.,3596,A,"B r o g g i , U Broggi.U       Traité dee assurances sur la vie avec dé veloppements sur le calcul dee probabilités. Trad.d.1'Italien p.S     Lattes. Paris:A.Hermann 1907.	(XI,306 p.) 452                    ^P  (Professeur)     , "
BROGGI,UGO,6038,A,"B r o g g i , XI g o Broggi,Ugo. Matematica attuariale; teoria statistica della mortalità, matematica delle assicurazioni sulla vita. Manuali Hoepli. Milano:U,Hoepli 1906.	(XV,344,64 p.ì 222                      ^   (Prof.)       $k "
BROGGINI,GERARDO,,A,"Broggini,     Gerardo s.   Costitutione  federale.   Cent'anni  di  Costituzione,   1874- 1974. "
BROGINI,MARCO,81645,A,"Brogini  ,  Marco Brogini, Marco.  Ueber Kundengruppen zur MarktStruktur. Das Modell der Segmentintensität. (Diss.Univ.Bern. Berner betriebswirtschaftliche Schriften. Band 18). Bern: Verlag Paul Haupt, (1998).       -23cm.XIX,362 S. 37607	™ "
BROGLI,MARTIN,86964,A,"Brogli  ,  Martin Brogli, Martin.   Steigerung der Performance von Informa- tikprozessen. Führungsgrössen, Leistungsmessung und Effizienz im IT-Bereich. Unter Mitarbeit von Serge Biolley, Leo Brecht u.a. (Wirtschaftsinformatik/Business Computing). (Brauns"
BROMBART,ANDRÉ,84618,A,"B r o m ""b a r t    André Brombart, André.  Fiscalité de l'assurance. Sous la direction scientifique du O.P.A. et le patronage de la Commission fiscale et financière de l'U.P.E.A. Préface de Marcel Mes seaux* Bruxelles, Office des Assureurs de Belgique, 1"
BROMMLER,KARL-HEINZ,418/4,A,"Brommler  ,  Karl-Heinz Brommler, Karl-Heinz.   Rentabilität von Lebensversiche- rungen und Anwendungen. Schriftenreihe ""Angewandte Versi- cherungsmathematik"". [Hrsg.von der] Deutsche[n] Gesell- schaft für Versicherungsmathematik \Deutscher Aktuarver- ein"
BRON,ROGER,,A,"B r o n     ,    Roger s.      Revisíonsb.andbucli der Schweiz 1992 bearbeitet von Plus Bachmanrt,  R'B*   ... "
BRONDER,CHRISTOPH,,A,"Bronder,  Christoph	f Bronder, Christoph; Pritzl, Rudolf (Hrsger).  Wegweiser für strategische Allianzen. Meilen- und Stolpersteine bei Kooperationen. (Zürich): Verlag NZZ (Neue Zürcher Zeitung, 1992). A	_22cm.456 S. 31618	W "
BRONDER,CHRISTOPH,86528,A,"B r o n d e r  ,  Christoph Bronder, Christoph; Fritzl, Rudolf (Hrsger).  Wegweiser für strategische Allianzen, Meilen- und Stolpersteine bei Kooperationen. (Frankfurt/Main): Frankfurter Allgemeine. Zeitung für Deutschland; (""Wiesbaden: Betriebswirtschaft"
BRONISCH,OTFRIED,,A,"Bronisch   ,   Otfried s.   Rohrbeck,Walter,   Ernst Durst  [u.]  O.B.     Das  Recht des Versicherungsagenten.   3-*A.	1950. "
BRONNER,ROLF,85364/6,A,"Bronner  ,  Rolf Bronner, Rolf.  WeiterMldungserf olg. Modelle und Bei- spiele systematischer ErfOlgssteuerung, (Handbuch der Weiterbildung für die Praxis in Wirtschaft und Verwal- tung. Band 6) . München: Carl Hanser Verlag, (1983).       -23cm,331 S 287"
BRONSTEIN,I.N.,,,"ronstein     ,      I.N. Teubner-Taschenbuch der Mathematik, Begründet  von  I.N.B1    ... "
BROOKES,RICHARD,86667,A,"Brookes,  Richard Brookes, Richard.  Customer satisfaction research. Edi- tor: R'B1 . New Monograph series. Vol. 2. (Amsterdam): ESUMAR	(European Society for Opinion and Marketing Research,	1995).^^            -24cm.208 p. 35841	,/ "
BROOKS JR.,FREDERICK P.,,A,"Brooks  Jr.  ,  Frederick  P. Brooks Jr., Frederick P.  The mythical man-month. Essaya on software engineering. Anniversary edition. Reading, MA: Addison-Wesley Publishing	Company, (1995). A	-23cra.XII,322 p. 33988	^ "
BROQUET,MARC,2617,A,"Broiiuet.Marc	v     ' Broquet.Marc, Essai sur l'intérêt économique dans le contrat d'assurance. D ies.Univ.Lausanne. Lausanne 1932.	(XXII,251 p.) "
BROSCHÜREN,,,A,"Broschüren (Broschüren [der] St.Gallieche[n] Kantonalbank. 3) a.  Verkehr, der, ein Ganzes - Die Gesamtverkehrskon- zeption ... "
BROSE,PETER,,A,"Brose     ,     Peter B.       Hentze,   Joachim;   B'P"" .      Personalfuiirungslehre "
BROSIUS,FELIX,,A,"Brosius      ,     Felix Brosius,    Gerhard;    B'F1.         SPSS Base   System  und   Professional   Statistics "
BROSIUS,GERHARD,87981,A,"Brosius  ,  Gerhard Brosius, Gerhard,   Access 97 professionell. Datenbank- Management mit Microsoft Office 97. {!., unveränderter Nachdruck). Bonn: Addison Wesley (Longman GmbH, 1998).       -25cm ^^        897 S., l Diskette 37898 "
BROSIUS,GERHARD,87211,A,"Brosius  ,  Gerhard Brosìus, Gerhard; Brosius, Felix.  SPSS Base System und Professional Statistics. (1., unveränderter Nachdruck. Scientific computing}. Bonn: International Thomson Publishing Company, (1996). -25cm. XIX, 1002 S., l Diskette, 36084 "
BROSSET,GEORGES,11063,A,"Broaaet   ,   G   e  o  r  g  e  a	•/•/ 0 & Brosset,Georges; Schmidt,Claude. Guide dee sociétés en droit suisse. Tome I : Les sociétés de personnes. Geneve:Editions Générales,(1962). Von Prof.Marchand "
BROTHERS,JOYCE,85783,A,"Brothers  t  Joyce Brotbors, Joycej EagaJi, P.P.  In 10 Tagen zum volltom- menen Gedächtnis. (Aue dem Amerikanischen Übertragen yon Wolfgang Maier. 19. Auflage). Genf, Aristón Yerlag, (1987).	-23cm.235 S. 26273                    ™         Kein SWK      ."
