Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
NIGST,HENRY,,A,"N  i   g  g   t   »Henrys.   Versicherungsmedizin,"
NIKOLAUS,OTTO,71030,A,"Nikolaus   ,   Otto	fa G> 3 oNikolaus,Otto.  BadiscìieB Grund- und Gewerbesteuergesetz.[Mit Nachtrag].(Sammlung deutscher Gesetze.   147.)Mannheim:J.Bensheimer 1932.	/""/«•         (X,207 S.)•   a*   (Dr.)"
NILLMIJ,,,A,"N i l l m i jNillmij, N.V., Leveneverzekeringmaatschappij, 1859-1959'B. Alberts,«.Jappe en Winter,J.M.van. Nederland voorhonderd jaar."
NILSSON,NILS J.,,A,"NtlssonfHilsJ.a,  Genesereth, Michael R.j H'N'J.  Logical foundations of artificial intelligence..."
NIPKOW,JUERG,83579,A,"N   i   p   ]£  o   w     ,      JürKipkow, Jürg; G-ygli, Werner. Wäschetrocknen im Mehr-familienhaus (FP 23.52). Materialien zu RAVEL. Ressort23: Geräte. Impulsprogramin RAVEL.Bern:  Bundesamt für Konjunkturfragen,   (1992) .	-30cm.^^	60   S., Graph. ,Ta"
NIPPERDEY,H.C.,7866/T,,Uipperdey.HHipperdey.H G und Rolf Dietz. Entwurf einesHandelsvertretergesetzes ^Gesetz über die Rechtsverhältnisseder Handelsvertreter und Handelsreisenden).(Arbeitsberichte der Akademie dür Deutsches Recht. Br. 17)Berlin -.Duncker & Humblot 1940.        
NISBET,ROGER M.,,A,"N  i  e ""b e  t     ,     Roger      M.s.       Wood,   Simon N.;   N'R'tó.      Estimation of morta-lity rates  in stage-structured populations."
NIVEAU,,,A,"NiveauNiveau, le, des loyers à Genève, Analyse statistiqueEtudes et documenta. 6, mars 1984s.  Genève/Canton:  Le niveau des loyers à Genève ."
NIXON,J.W.,3325/7,,"H i x o n , J       W	3325/7Nixon,J        W        On family budgets with specialreference to international comparisons.(XXIe Session de l'Institut International de Statistique,Mexico 1933)Xa Haye 1933.	(20 S.)"
NOBEL,ALBERT,,A,"Nobel, (Alber t)s. Yeillon,[Bmanuelj; N'A. Medizinisches Wörterbuch,"
NOBEL,PETER,83943,A,"Nobel     ,     PeterNobel,  Peter.     Vom Umgang mit  eigenen Aktien.   Schrittenzum neuen Aktienrecht.   6.Zürich;   Sctmlthess Polygraphischer Verlag  (AG,   1994).A	-23cm.47  S.33019                                             ^"
NOBEL,PETER,12316,,"Möbel  ,  PeterNobel,  Peter.    Praxis  zum öffentlichen und privaten Ban-kenrecht der Schweiz,   [mit] Ergänzungsband.   (Hauptfcand:501 S. ,1979;  Ergänzungst>ana:287 S. ,1984).Bern, Verlag Stampf li & Cie AG, 1979 - 1984.      -23cm^^	mit Brg.bd22105"
NOBEL,PETER,19236,,"Hobel , PeterNobel,Peter. Europäisierung dea Aktienrechtes. Materia-lien für die schweizerische Totalrevision.Diessenhofen:Verlag RUegger,(1974). - 23 cm. XXXII,528 S.13825"
NOBS,EDITH,1918,A,"Nobs,     EdithNobs, Edith. Die Grenzen der Verfugungsf reiheit des Erblassers nach 2GB.{Abhandlungen zum schweizerischen Recht. N. F., Heft 251Bern:Stampfli  1948.	(VI,73 S.)7136                                                    W"
NOEBEL,HELLMUT,2466,,"Hobel, HellmutNobel, Hellmut. Das Deckungskapital in der Lebensversicherung,insbesondere sein Rechtsverhältnis zum Versicherungsnehmer.Leipziger rechtswissenschaftliche Studien. Heft 45.Leipzig:Th.Weicher 1930.	(X.113 S.)1737	W<? (Dr.iur.)        ^j"
NOER,DAVID M.,87680,A,"Noer  .  David   M.Noer, David M. Die vier Lerntypen. Reaktionen auf Ver-änderungen im Unternehmen. Aus dem Amerikanischen über-setzt von Brigitte Mues und Ruth Niel.(Stuttgart): Klett-Cotta, (1998).	-24cm.263 S37362"
NOERIG,HELMUT,,A,"Nörig  ,  Helmuts.   Kreussler, Ulrich; H'H1 .   Lebensversicherungund Steuer. Leitfaden ..."
NOERLUND,NIELS ERIK,3433,,"Hörlund, Niels ErikHörlund, Niels Erik. Vorlesungen über Differenzenrechnung.(Die Grundlehren der mathematischen Wiesenschaf ten. Bd XIII.)Berlin:Springer 1924.	-y,     (IX, 551 S.)• i'^^	(Prof .Kopenhagen) ^"
N.O.G.,,,,"H.O.G.(Nederiandaeh Oaderwijzers-Genootschap, Amsterdam)s. Jahre,75, N.0,G."
NOGA,,,A,"N 0 G A__________________________________________NOGA Nomenclature générale des activités économiques:Allgemeine Systematik der Wirtschaftszweiges.   Systematik, allgemeine, der Wirtscliafts-zweige NOGA ...s.   Nomenclature générale des activitéséconomiqu"
NOGUCHI,SHOZO,,,"H o g u o h i , S h o z o(Noguphi.Shozo). The social welfare work of The Nippon LifeAssurance Company Limited through its social welfare founda-tion The Nippon Seimei Salseikai.Osaka,Japan:Tne Nippon Life Assurance Co.,Ltd. 1935- (36 p.)"
NOLEN,W.,,,"Holen , WHolen,W         ,A       A     Hymane v.d,Bergn[ond]J        Siegenbeek van Heukelom. lebeneversicherungs-medizin. Eine Anleitung für Aerzte und Studierende derMedizin.Mit 52 Abb.Bach, der dritten holländischen Auflage ins Deutsche übertr,v. A   "
NOLFI,PADROT,2925,A,"N o l r i , P a d r o t	Z^ % oNolfi,Padrot. Die Vorsorge in historischer und erkenntnis-theoretischer Hinsicht. Referat, gehalten an der Jahres-versammlung der Konferenz der Geschäftsleiter vonPersonalversicherungen am 16.September 1972 in Biel.[Zürich]l9"
NOLFI,PADROT,82412,A,"Nolfi, PadrotNolfi,P[adrot]. Technische Grundlagen für Pensionsveraicherungen-VZ I960- Technischer Zinsfuse 4$,[Zürich:] Städtiache Versicherungskasse, 1965. (81 S.)"
NOLFI,PADROT,93349,A,"Nolfi,PadrotNolfi,p[adrot].) 50 Jahre Städtische VersicherungskasseZürich, 1913-1963.Zürich 1963.	- 21 cm. 77 S. Tab."
NOLFI,P.,94555,,"o i f iSolfi,?. Maximen für die Aufstellung von Versicherungsbi-lajizen und für die Finanzierung von Personalversicherungen.{SA,a. Schweizerische Versicherungs-Zeitschrift, Jg.28,1961,Nr.10/11).Bern:Lang 196l.	(16 S.)"
NOLFI,PADROT,3102/A,A,"NolfiPadrotNolfi, p[adrot],  Technische Grundlagen fUr Pensionsver-sicherungen - VZ I960 - Technischer Zinsfuss 3 %,Zürich, städtische Versicherungskasse, 1959.-50cm. 95 S."
NOLFI,PADROT,3102/B,A,"Nolfi,PadrotNolf i, pfadrotj. Technische Grundlagen fUr Pensionsversicherungen - VZ I960 - Technischer ZinsfusaZürich:] Städtische Versicherungakasse, 1959.       (95 S.)9015"
NOLFI,PADROT,3742,,"H o 1 f i ,  ? a d r o t	3?¥~ZHolfi,Padrot.  Idee una Wahrscheinlichkeit.(Bibliothèque scientifique. Vol.28).NeuchâtelrEditions du Griffon (1956).     (212 S.)K 4205	F  (Prof.)"
NOLFI,P.,5121/34,A,"N o 1 f i , PSolfi,?    Betrachtungen über die finanzierungssystemevon Pen8ioneversicherungen {Umlage- oder Kapitaldeckungs-verfahren}.  ([SA.] a.d. Schweizerischen Zentralblatt fürStaats- und Gemeinde-Verwaltung, 1944, Hr. 13/14).2ürich:0rell Füsali 1944"
NOLFI,P.,72142,,"Bolli , PSoif i,P     Ein Beitrag zur mathematischen Darstellungstatistischer Vorgänge.(SA.a.dk Zeitschrift für schweizerische Statistik undVolkswirtschaft, 1944, Heft 6).[Bern] 1944-	(6 S.)"
NOLFI,PAROT,72141,,"Wolfi.ParotNolfi.Parot. Kann die Mathematik zur Lösung sozialerProbleme beitragen?(SA.a. ""Schweizer Monatshefte"", 1944, Heft 7).2ürlch;Ieemann 1944.	(10 S.)"
NOLFI,P.,72200,,"H o l f iNolfi.P      Zur Bestimmung der RuckschlusBwahrscheinlich-keit einer geschlossenen Gesamtheit.  (SA.a.d. Mitteilungender Vereinigung schweizerischer Versicherungsmathematiker,1944, Heft 2).Bern:Stämpfli 1944.	(4 S.)"
NOLFI,P.,5135/13,A,"N o i f i , pNolfijP      Betrachtungen zur schweizerischen Pensionskassenstatietik.(SA.a.d. Neuen Zürcher Zeitung, 1943, Nr.105).[Zürich 1943].	(11 S.)1944,4772.	^      (Dr.)"
NOLL,PETER,5746,A,"Noll  ,  PeterNoll, Peter.   Landesverräter. 17 Lebensläufe und Todes-urteile 1942-1944Frauenfeld,Stuttgart, Verlag Huber, (1980).18499"
NOLLE,FRIEDRICH,82741,A,"Nolle,   Friedrich       K.	IfìtNolle, Friedrich K. Datenfernverarbeitung. Systeme, Betriebsweisen, Anwendungen. (VHM-Schrif tenreihe Daten-verarbeitungs-praxis .Band 6. )Köln-Braunsfeld:Verlagsgeaellschaft Rudolf Müller,(1970)-8°, 109 S., 88 Abb.11115"
NOMBRES,,3147,,"o m ""b r e s»Nombres de commutation et primes pures, calculés d'après lestables de mortalité de la population suisse 1921-30 et1929-52; taux d'intérêt 2^6 et 3#.Bureau fédéral des assurances.Berne 1939.	(21 p.)1939,2679.               ™*"
NOMENCLATURE,,87277,A,"NomenclatureNomenclature générale des activités économiques NOGA.2e partie: Notes explicatives. (Auteurs: Claude MacchiValérie Guhl. Statistique de la Suisse. 0:Thèmes géné-raux ).Berne: Office fédéral de la Statistique, 1995.    -21cm.384 p.36243"
NOMENCLATURES,,198,A,NomenclaturesNomenclatures suisse et internationale des causes de décès(Contributions à la statistique suisse. Fasc.l)(Berne 1930ÏT	(S. 19-32)K 2086	™
NOMENKLATUR,,91193,A,"Nomenklatur	'        ^W* f 5Nomenklatur, schweizerische, der Todesursachen 1951.Ausgabe für Aerzte.(Herausg.v.) Eidgenössischen Statistischen Amt.[Forts.s.: Klassifikation, internationale, der Krankheitenund Todesursachen.J(Bern 1952).	(67 S.)K 3534"
NOMI,,,A,"NomiNomi,i, di famiglia svizzeris. Familiennamenbuch der Schweiz. Band I-"
NOMOGRAPHIE,,81123,,"Homographie	81123Homographie.  [Beilagen-Sammlung zu einem Kurs überHomographie an der Eidgenössischen Technischen Hochschule(Betriebewissenscliaftlichee Institut) ].[Zürich 1945.]1945,5755"
NOMS,,,A,"NomsNoms,1es, de famille suissess. Familiennamenbuch der Schweiz. Band I-"
NONAKA,IKUJIRO,87418,A,"Nonaka  ,  I k u 3 i r oNonaka, Ikujiro; Takeuchi, Hirotaka. Die Organisationdes Wissens. Wie japanische Unternehmen eine brachlie-gende Ressource nutzbar machen. Aus dem Englischen vonFriedrich Mader.Frankfurt/Main: Campus Verlag (GmbH, 1997).  -24cm.299"
NONELLA,GUIDO,2432,,"ïïonella,   Guido	% T~ 3 %>•NoneIla,Guido. Die GruppeuversiakLerung als Personalfüreorge-einrichtung.Bera:Lang (1950).	(V,127 S.)K 1757                    ^    (Dr.)"
NONNENMACHER,ALFRED,,A,"Nonnenmacher   ,   Alfred3.   Blätzinger,Karl.   Manuskript-Vorbereitung  für  Schreib-satz ."
NON-,,3491,A,"N o n -Non-proportional reinsurance. Edited by S.Vajda in cooperation with B.de Finetti, E.Francluc and B.Monic.Brussels:Arithbel S.A.,(1955)-	(XX,171 p.)"
NOORDEN,C. VON,,A,"Noorden,     C.   vone.   Schmidt,Adolf.   Klinik der Darmkrankheiten"
NOPP,FRITZ,2840/A,A,"Nopp   .FritzNopp, Fritz. Die langfristigen Kapitalanlagen der privatendeutschen lebensversicherungs-Gesellschaften unter besondererBerücksichtigung der räumlichen und sachlichen Verteilung.Bad-Godest>erg:Selt)Btverl.d.Verf.  1939.       (199 S.)1940,2782"
NORADOUGHIAN,MICHEL A.,94473,,"Boradoungb-ian  , Michel A.Noradounghian,Michel A         Introduction à l'étude desassurances.1 partie: Esquisses théoriques.NeuohâtelcAttinger Frères o.J.	(104 S.)284"
NORD,,,,"H o r dNord,le; Compagnie anonyme d'Assurances sur la vie» 1880-1930Parie 1931.i*X"
NORD,GUNNAR,,A,"Nord , G u n n a rs. Life insurance law in international perspective"
NORD,WALTHER,,A,"Nord   ,  ff a l t h e rNord.Walther.     Das Recht der Aktionäre auf Mitverwalttuig.Berlin: F. Vahlen 1927.	(48  S.)1C40	CDr.Rechtsanwalt)       /(r"
NORDBOTTEN,SVEIN,5105/9,A,"Nordbotten, SveinNordbotten,Svein. Individual data files and theirutilization in aocio-deraographic model building in thefforwgian Central Bureau of Statistica. [Reprint from the]Review of the International Statistical Institute,Vol.38,1970.[La Haye 1970."
NORDEN,R.,,A,"N o r d e n. , R.s. Dublon.K.M.; W'fì.; Monic,B. Non proportional reinsu-rance."
NORDMANN,ROGER,,,"flordmann »RogerNordmann,Roger; Keller,Paul. La Suisse, notre aventureDe la pénurie a la Prospérité.Lausanne:Payot,1972,        - 23 cm. 167 p. ill12858"
NORDMANN ZIMMERMANN,URSULA,,A,"Nordmann  - ZimmermannNordmann-Zimmermann, Ursula.   Cartels, surveillance desbanques, des fonds de placement, des assurances privées.Collection Droit et vie économique; publiée sous la di-rection de Pierre Moor.(Lausanne), Presses polytechniques romandes"
NORMALARBEITSVERTRAEGE,,,A,"NormalarbeitavertrageVerzeichnis der vom Bundesrat und von den Kantonsregierungenerlassenen Normalarbeitsvertrage.Stand 1. Januar 1975.Die Volkswirtschaft, Mara 1975."
NORMAN,STEPHEN,83563,A,"Norman.  ,  StephenNorman, Stephen.   Dynamic testing tools: a detailedproduct evaluation.London: Ovum Ltd, 1992.	-30cm.YII,276 p.31623                   W"
NORMANN,REINHARD VON,BV 6,A,"N o r m a n n  ,  Reinhard  vonNormann, Reinhard von. Der treffende Vers.Dichterzitateaus 3 Jahrtausenden - nach Stiohwörtern von A-Z geordnet.Thun, Ott Verlag, (1981).	-22cm.569 S.20335                    ^                        S"
NORMANN,REINHARD VON,84628,A,"Normann     ,     Reinhard     vo n__Normann,  Reinhard von.       Treffend argumentieren.  Streit-theraen-Zitate-Denkanstosse.Thun, Ott Verlag, (1977).   -22cm. 192 S16458"
NORMANN,REINHARD V.,,A,"Normann     ,     Reinhard       v,s.       Peltzer,   Karl;   N'R'   v.       Das  treffende Wort"
NORME,,91169/C,,"H o r m e	^4 i & 9 /1CNorme concernenti l'acquisizione,Edizione maggio 1947-unione di Compagnie svìzzere di assicurazioni sulla vita.O"
NORMUNG,,,,H o r m u n gNormung der Papierformate.Schweizerische Poet- land Telegraphen-Verwaltung.Bern 1924.	(14 S.)
NORTH,,,A,"North	______North American actuarial journals.   Journal, North American actuarial"
NORTH,DAVID,,A,"North  ,  Davids.  Goad, Peter.  Object models. Strategies,patterns and applications, P'C1, with D'N"""
NORTH,YOLANDE,,A,"North     ,     Yolandes.       Volkszählung,   eidgenössische,   1990.Wohnen  in  der  Schweiz.   [Autoren]:   Y'JN*    ..."
NORTON,DAVID P.,,A,"Norton  ,  David   P.s.   Kaplan, Robert S.; N'D'P.   Balancedscoredcard. Strategien erfolgreichumsetzen ..."
NORTON,PETER,,,"H o r t o n  , PeterNorton, Peter.   MS-DOS und PC-DOS. Uebersetzt [aus demAmerikanischen] von Bainer v.Ammon und Markus Fröhlich.(PC professionell; Arbeitsplatzrechner in Ausbildung undPraxis).(MUnchen,Wien), Carl Hanaer (Verlag; London), PrenticeHall In"
NORTON,PETER,87354,A,"Norton      ,      PeterNorton, Peter; Mueller, John Paul.   Peter Norton'sWindows NT 4 Workstation. Uebersetzung: Petra Eberle,Denise Luda u.a. Mit l CD-ROM.(Haar/München): SAMS; (Markt & Technik Buch- undSoftware-Verlag GmbH, 1997).      -24cm.906 S.,l "
NORTON,PETER,85757,A,"Norton     ,     PeterNorton, Peter; [socha, John]. Peter Norton's Assembler-buch. Eine meisterhafte Einführung in die Maschinenspra-che-Programmierung. Uebersetzung [aus dem Amerikanischen];Rainer Haselier. [Mit 2 Disketten].(Haar b.München), Markt & Tec"
NORVIG,PETER,,A,"Norvig  ,  Peters.   Russell, Stuart J.; N'P1.  Artificialintelligence. A modern approach ..."
NORWEGEN,,,A,NorwegenVers icheriHigs -Gesetzgebung]s.  Lov om foreikringsselekaper ...	1912
NORWICH,,,A,NorwichNorwich Union Life Insurance Society. (150 Jahre.)8. Blake»Robert. Esto Perpetua.
NOSETTI,ORLANDO,87848,A,"Nosetti  ,  OrlandoNosetti, Orlando.   Introduzione alla contabilità finan-ziaria. Teoria ed esercizi. (2a edizione, riveduta ecorretta). 2 volumi.(Losone: Tipografia Poncioni SA, 1992).  -24cm.2 volumi.37658"
NOSETTI,ORLANDO,97377/94,A,"N o s e t t i  .  OrlandoNosetti, Orlando.  Kosten-Volumen-Gewinn-Analysô. DieOrientierung. Nr. 94.(Bern): Schweizerische Volfcsbank, (1989)-   -30cm.64 S"
NOTAR,,91244,A,"NotarNotar, der bernische.Wir besitzen nur die April-Nummer 1959 mit einem Artikelvon Prof .Dr. Willy König: Lebensversicherung und Erbschaft"
NOTATION,,,A,"Notationflotation,   international actuarial(Bruxelles:Bruylant  [l94.]).	(11  p.)"
NOTES,,316,A,"Notes	316Hôtes pour nos agents profeesionneles des deux services.[publ.p.l.J Société suisse d'Assurances générales sur lavie humaine, Zurich.1941, no.l ss. - 1942, no.11.[ports.v.: Bulletin [de la] Société suisse d'Assurances géné-rales sur la vie humaine"
NOTESTEIN,FRANK W.,,A,Notestein   »Frank    We.  Sydenstricker»Edgar and F.W.N.     Some recent studies ondifferential fertility in the United States.	1934
NOTICE,,70721,,"KoticeNotice à l'usage des caisses d'assurances socialesRèglement intérieur, comptabilité, statistique, . . .Ministère du Travail et de la Prévoyance sociale.<2e éd.)Paris 1931.	(204 S.)Gif*^^L	fj    I    '"
NOTIONS,,2349/1-2,A,"notionsNotions techniques de l* assurance sur la vie . Manuel d' in-struction programmée II faisant suite au programme I ""In-troduction à 1'asaurance sur la vie""(volumes I à III).Elaboré par K.H.Stephan Engel. (Puaniëre édition en languefrançaise). 2 vols"
NOTIZIE,,,A,NotizieNotizie statistiches. Istituto Nazionale della Previdenza Sociale
NOTLAGE,,,A,"NotlageNotlage, die, des Kleinrentners - Wie kann sie verbessertwerden.Schweiz.Gewerbe-Zeitung, 24. Juni 1944."
NOTVERORDNUNGEN,,,,"Ho  tverordnungenNotverordnungen,die,  der Reiohsregierung mit den Durchfüh-rungsbestimmungen .Zusammengestellt v.d.  Frankfurter Zeitung.Folge l - 15.       [Forts.s.: Die Gesetze und Verordnungender Reichsregierting]Frankfurt 1931-1932.A<C^X"
NOT-WINKE,,,,"Hot-ffinfceffot-ffinke;    Unabhängige Briefe liter alles aktuelle geschäft-liche, wirtschaftliche,  steuerliche und rechtliche Wissenu.  Vorsorgen.Jg 1,1931/32»Heft l-24z.[Forts.s.: Wirtschafts-WinJce].Stuttgart:Forkel & Co.  1931-1932 .BIBLIOTHEK HENTEH"
NOUS,,97433,,"Roua433Nous répondons aux objections de nos clients. Elaboré parK.H.Stephan Engel,assiste d'une commission du groupe pourl'étude de l'élaboration de moyens d'enseignement en assurance sur la vie. Manuel d'instruction programmée IV.(St-Gall, Institut des a"
NOUVELLES,,,A,NouvellesNouvelles de la CCINicht sammeln.
NOUVEAU,,,,"H o u v e a uNouveau petit Robert, le. Dictionnaire alphabétique etanalogique de la langue françaises.   Robert, Paul.   Le nouveau petit Robert ..."
NOVEMBER,ANDRÀS,97377/70,A,"November  ,  AndràaNovember, Andràs.   Distribution.Entwicklung und Neuorientierung von Handel und Verkauf. Die Orientierung.Nr.70,1978.(Bern), Schweizerische Volksbank, 1978.  -30cm. 28 S.Abb"
NUENER,W.,12543,A,"N u e n e r , W.Nuener,W. Bie Gesellschaft und deren Besteuerung imFürstentum Liechtenstein.Vaduz:Bank in Liechtenstein,1973.   - 21 cm. 51 SVon Ga z.E. erh. 7-11.74."
NUENER,WALTER,12543/A,A,"Nuener, Walter	<^ o ^ 3 / &,Nuener,Walter. Companies and their taxation in thePrincipality of Liechtenstein.Vaduz:Bank in Liechtenstein,1974.     - 21 cm. 48 S.Von Ga z.E.erh."
NUENLIST,GUIDO,91404/4,A,"Nünlist, Guido'NUnlist (Guido. Wie komme ich zu einer Eigentumswohnung?Das Stockwerkeigentum in der Schweiz. (SKV-Rechtahelf er4.)ZÜrich;Verlag des Schweizerischen Kaufmännischen Vereins,(1972).	- 18 cm. 128 S.12756"
NUENLIST,GUIDO,91404/3,,"Hünlist  ,  GuidoNiinlist, Guido.  Vile komme ich zu meinem Geld ? Die Eintreibung von Forderungen. (SKV-Rechtshelfer. 1003).Zürich, Verlag des Schweizerischen Kaufmännischen Ver-eins, (1971).	A            -18cm.144 S."
NUESCHELER,HANS BEAT,12069,A,"Nüseheler, Hans-BeatNüscheler , Hans-Beat . Wandel obligat i on und Wand el obligat i o-när im schweizerischen Recht. Diss .Universi tat Bern.ZUrich:Offset + Buchdruck AG,1969.       -21cm. 95 S.11609"
NUESCHELER,HEINRICH EDUARD,,,"HüBCheler .Heinrich EduardHüBCheler,Heinrich Eduard. Die Zürcher Kantonalbank 1870-1904,Zürcher volkswirtschaftliche Studien - Herkner. Heft IX.ZürichrSaecher & Co. 1906.	(XII,204 S.)288"
NUGUE,CHRISTIAN,,,"Kugue     ,     Christians.       Grappin,  Pierre.       Grand dictionnairefrançais-allemand/allemand-français   ...Pour  la nouvelle   édition:   C'N'. ..."
NUMERI,,97192,A,"NumeriNumeri poetali d'avviamento. Scopo e motivi di unsistema.[pubbl.d.J Direziono generale delle PTT, Servizio stampa,[Berna] 1964.	(20p.)"
NUMÉROS,,97191,A,"NumérosNuméros postaux d ' acheminement \NPA) . Le but et les rai-sons du système.[Publ.p.l,] Direction générale des PTT, service de pressa[Berne]   1964-	(20p.)"
NUSSBAUM,ARTHUR,1545,A,"Nussbaura , ArthurNussbaum,Arthur. Vertraglicher Sohutz gegen Schwankungendes Geldwertes, Goldklauseln und andere Abreden zurMinderung des Valutarieikos>.(Beiträge zum ausländischen und internationalen Privatrecht,!Berlin:W.de Gruyter 1928.	(95 S.)1581.  "
NUSSBAUM,ARTHUR,1544,A,"Nussbaura , ArthurNussbaum,Arthur. Das Geld in Theorie und Praxis desdeutschen und ausländischen Rechts.Tübingen:J.C.B,Mohr 1925.	(XVt2?8 S.)1234-"
NUSSBAUM,ARTHUR,1541,A,"Nusabaum, ArthurNusabaura,Arthur, Lehrbuch des Deutschen Hypothekenwesens;nebst einer Einführung in das allgemeine Grundtuchrecht.2.*A.Tübingen: J.C.B.Mohr 1921.	C&   (XII,291 5.)•	'1017.	(Prof.Univ.Berlin)"
NUSSBAUM,ARTHUR,1542,,"Bussbaum,  ArthurNussbaura,Arthur.   Die Zwangsversteigerung und ZwangsVerwaltungTübingen:J.C.B,Mohr 1916.	/""Ä*               (XV,310 S.)+r1016.	(Priv.Doz.Univ.Berlin)"
NUSSBAUM,H.,84888,A,"Nussbaum     ,     H.Nussbaum,  H.     Bevölkerungsentwicklung und Marktpotentia-le  in der  Schweiz bis  zum Jahr  2000.St.Gallen,   bwv Beratung für Wirtschaft und Verwaltung;St.Galler  Zentrum für  Zukunftsforschung,   1985.	-30cmV,62 Bl21353"
NUSSBAUM,HEINRICH,,A,"Nussbaum,   Heinrichs.   Kindsvermögensinventar   ..."
NUSSBAUMER,HEINRICH E.,94293,A,"Nueebaumer   .Heinrich    E	94'293Huas bacane r,  Heinrich E	Wesen und Grenzen derVersicherung.(Mitteilungen aus dem handelswissenschaftlichen Seminarder Universität Zürich.  N.F. Heft 83);Zürich:Schulthess 1946.	(14+115 S.)G 76                           "
NUSSBERGER,PAUL,93047,A,"Nussberger     ,     PaulNussberger,  Paul.       Die  Ge3ch.ich.te der  Zürcher Schipfeim Laufe von sechs Jahrhunderten.Zürich:   Verlag Aschmann & Scheller AG,   1942.	-24cm36  S.,Palttaf.,111"
NUSSBERGER,PAUL,6717,A,"Nussberge r,  Paul	""Nussberger.Paul; Schneiter, Eugen. (Kanton Zürich. Band 7:)Chronik der Stadt und dea Bezirkes Zürich. Industrie , Han-del, Gewerbe. Geleitwort von Emil Landolt.- Illuatr.Zürich: Verlag H.A.Bosch, 1964.	(759 S.)G 819"
NUTZTIERVERBAND,,,A,"Nutztierbeetands. Viehzählung,eidgenössische,"
NYDEGGER,ALFRED,324,,"2 *) //Nydegger  ,  Alfred	° "" •Nydeggger, Alfred.  Schweizerische Sicherheitspolitik imEnergiesektor. Wirtschaftspolitische Mitteilungen.  32,1976, Nr.10.Zurich, Gesellschaft zur Förderung der schweizerischenWirtschaft, 1976.   -21cm. 12 S.X"
NYDEGGER,ALFRED,97301,A,"Nydegger, AlfredNydegger .Alfred. Zurich - und was noch? Vortrag von A'N',veranstaltet vom Stadtrat von Zürich, der Zürcher Handelskammer, der Gesellschaft ""Zürich-Transport"" und der CityVereinigung Zürich.Zürich 1970.	- 30 cm. 12 S."
NYE,ADRIAN,86371,A,"Nye     ,     AdrianNye,   Adrian.       X Protocol  reference manual  for  version11  of  the X Window system. Edited and with an  introduc-tion by A'N'.   (2nd printing,  Release 4 changea  incorpora-ted.  The X Window system series).  Vol.O.(Sebastopol"
NYE,ADRIAN,86034,,"AdrianNye, Adrian.  Xlili programming manual for Version 11 ofthe X Window System. (3rd printing. Tuo X Window Systemseries. Toi. 1) •(Sebastopol,CA):   O'Reilly & Associatesene.,   (1989).A	-25cm.XXXIII,625 p27440	~"
NYE,ADRIAN,86370,A,"N y e  ,  AdrianWye, Adrian; O'Reilly, Tim.   X toolkit intrinaics pro-gramming manual. OSF/Motif 1.1 edition for 111, Release4. (Motif edition, customized for Motif 1.1. The X Wind-ow system series). Vol. 4.(Sevastopol,C.A.): O'Reilly & Associates,Inc., "
NYE,ADRIAN,86190,A,"Nye     .     AdrianNye,  Adrian;   O'Reilly,   Tim.      X Toolkit  intrinsics pro-gramming manual for Version 11 of  the X Window System,(The X Window System series). Vol.  4,(Sebastopol,CA):  O'Reilly A Associatesene.,   (1990).A	-25cm,XXXIf543 p28440 "
NYFELER,STEPHAN,,,"îïyfeler  ,  Stephans.       Euroleten   '95.  Letoensversiclierungsprodukteim   internationalen Vergleich.  Proje&tleitung;Axel Lehmann,   S'N1    ..."
NYFFELER,PAUL,,A,"Nyffeler     ,     Pauls.      Albisetti,  Emilioî   Gsell,   Max,   N'P1 .         Bank-geschäfte   ..."
NZZ-SCHRIFTEN,,,A,"NZZ-Schriften(NZZ-Schriften  zur  Zeit.   3)s.   Linder,Willy.   Der Schritt   ins  Computerzeitalter"
NZZ,,,A,"N Z ZNZZ-Schriften zur Zeit - 26.)s. Portmann,Heinz. Die Rolle der Sonderziehungsrechte imWährungasyatem."
NZZ-,,,A,N Z Z -NZZ-Schriften zur Zeit* 34.)a. Wegweiser im Wirrwarr der Weltwirtschaft
BARANOW,L V.,91125/12,A,"Baranow,   L	v.Baranow.L        v. Grundbegriffe moderner statistischerMethodik.Teil I: Merkmaleverteilungen.Teil II: Zeitliche und kausale Zusammenhange.Stuttgart:Hirzel 1950.	(I-VIII,   112 S.)(11=111 S.)K 1925K 1949"
BARANZINI,ERMINIO,,A,"Baranzini      ,      ErminiOs.        Szenarien  zur  SevolKerungsenrwickiung  derSchweiz,    1995-2050.    Bearbeitung:    E'B1    ..."
BARBATTI,MARCO,700212,A,"Barbatti     ,     MarcoBarì>attl,  Marco.      Verwaltung des Vermögens  eines Ehe-gatten durch den anderen ^Art.195  ZGB).  Diss.Univ.Zürich.Zürich: Schultbess Polygraphischer Verlag AG, (1991).Ä         -25cm. XXII, 148 S.™G Dr.Kuhn"
BARBEY,BERNHARD,,A,"Barbey,   BernardBarbey.Bernard.     Im Morgengrauen.         Roman,Zürich:Scientia A.G.   (1942).	(344 S.)4"
BARBEY,RICHARD,84959,A,"Barbey     .    RichardBarbey,  Richard.    t'arrêté fédéral  instituant dee mesurescontre les abus dans  le  secteur locatif  du 30   juin 1972.  Collection  juridique romande:  Etudes  et pratique.Lausanne,  Payot,   1984.	-25cm.210  p.22179            "
